title,brand,category,actual_price,discount_price,rating,rating_count
High Resolution Monitor,Mi,Smartwatch,32232,30937,3,10613
Smart Fitness Watch,JBL,Smartwatch,37001,34231,1.1,17188
4K Action Camera,OnePlus,Speaker,3685,3358,1.5,8990
Smart Fitness Watch,Boat,Camera,57541,54435,4.5,11467
Smartphone with AMOLED Display,Mi,Monitor,10667,5953,4,4238
Noise Cancelling Earbuds,JBL,Smartwatch,65330,62358,2.7,19644
Portable Bluetooth Speaker,JBL,Camera,46805,44242,3.1,4367
Noise Cancelling Earbuds,HP,Speaker,33632,32744,2.5,5651
Smartphone with AMOLED Display,HP,Monitor,76625,73774,4,16204
Portable Bluetooth Speaker,HP,Tablet,35568,35489,4.1,19755
4K Action Camera,LG,Speaker,25863,24556,4.1,2093
High Resolution Monitor,LG,Laptop,36704,36290,3.9,4001
Android Tablet,JBL,Monitor,55482,53632,1.8,7810
Smartphone with AMOLED Display,HP,Camera,33291,32337,2.4,11272
Gaming Laptop,Dell,Smartwatch,47963,43120,2.9,4554
Smartphone with AMOLED Display,OnePlus,Smartwatch,66186,63958,2.3,18901
Smartphone with AMOLED Display,Mi,Camera,24427,21527,4,8697
Portable Bluetooth Speaker,Mi,Camera,57992,55106,2.3,17480
Wireless Bluetooth Headphones,LG,Camera,37800,33304,1.6,12371
Smart Fitness Watch,JBL,Headphones,34085,33856,2.6,9236
Wireless Bluetooth Headphones,Boat,Monitor,48297,44374,4.9,13769
4K Action Camera,Sony,Smartwatch,7470,3460,1.9,7061
Gaming Laptop,Sony,Monitor,13603,12367,3.4,18588
High Resolution Monitor,LG,Speaker,72043,68034,2.7,3902
Laptop with SSD Storage,Boat,Smartwatch,78152,77329,1.3,1352
4K Action Camera,LG,Headphones,35487,30832,3,1596
Laptop with SSD Storage,Sony,Camera,65334,60824,3.8,8767
Laptop with SSD Storage,Boat,Laptop,72076,71674,3.1,679
High Resolution Monitor,HP,Camera,2193,1535.1,4.5,12020
Noise Cancelling Earbuds,JBL,Tablet,14053,9173,2.2,12096
Wireless Bluetooth Headphones,Mi,Camera,38390,35312,1.3,11385
Smartphone with AMOLED Display,Dell,Headphones,65222,65055,4.7,8509
Android Tablet,Apple,Monitor,77068,76537,2.5,5734
Laptop with SSD Storage,JBL,Smartwatch,59712,55375,3.3,15675
Gaming Laptop,HP,Camera,56330,53643,4.2,12693
4K Action Camera,Sony,Smartwatch,17809,17653,2.3,19380
Noise Cancelling Earbuds,HP,Smartphone,68953,64426,3.9,7407
Laptop with SSD Storage,LG,Speaker,37229,32301,1.5,11786
Noise Cancelling Earbuds,Boat,Monitor,48591,48298,2.2,2542
Noise Cancelling Earbuds,Mi,Smartwatch,4342,1660,1.6,17062
Laptop with SSD Storage,OnePlus,Laptop,62874,58261,4.2,5366
Portable Bluetooth Speaker,LG,Speaker,37501,36586,1.9,7410
Smart Fitness Watch,JBL,Tablet,14316,11285,3.9,9835
Gaming Laptop,LG,Tablet,25322,23711,4.8,13647
Smartphone with AMOLED Display,JBL,Laptop,28238,27585,3.1,5541
Smartphone with AMOLED Display,OnePlus,Camera,43978,40866,3.2,17218
Gaming Laptop,Samsung,Speaker,62020,57952,2.8,10433
Portable Bluetooth Speaker,Mi,Smartwatch,57105,55040,2.3,10547
Smartphone with AMOLED Display,Dell,Speaker,74623,72915,2.9,9860
Noise Cancelling Earbuds,Dell,Camera,2286,1600.2,3.4,10745
High Resolution Monitor,Apple,Headphones,76778,72961,4.9,6818
4K Action Camera,HP,Monitor,12461,8641,4.8,14101
Wireless Bluetooth Headphones,Samsung,Laptop,20989,19326,4.4,5028
Smartphone with AMOLED Display,Dell,Camera,61224,59295,4.6,15798
Gaming Laptop,LG,Headphones,74608,70450,2.9,10954
High Resolution Monitor,HP,Speaker,64045,61649,3.6,12770
Laptop with SSD Storage,Samsung,Speaker,1511,362,4.6,9438
Smart Fitness Watch,Boat,Camera,529,370.3,2.6,18156
Gaming Laptop,Boat,Smartwatch,48842,48006,4.8,18548
Noise Cancelling Earbuds,HP,Speaker,14645,14447,2.7,7111
Smart Fitness Watch,JBL,Smartwatch,32119,30315,3.4,19219
4K Action Camera,JBL,Smartwatch,48079,45860,3.8,19049
4K Action Camera,LG,Monitor,65884,62078,4.8,6113
Portable Bluetooth Speaker,Samsung,Smartwatch,20250,19021,2,2563
Android Tablet,Samsung,Smartphone,15473,12114,4,15889
Portable Bluetooth Speaker,HP,Monitor,58332,55859,3.1,8498
High Resolution Monitor,Sony,Headphones,28336,24109,2.1,8131
Smart Fitness Watch,Boat,Headphones,71656,67019,4.1,2696
Android Tablet,Samsung,Speaker,14592,13618,3.2,7704
Laptop with SSD Storage,HP,Speaker,3352,1699,3.6,16442
Noise Cancelling Earbuds,OnePlus,Smartwatch,44677,41575,2.3,9765
Smart Fitness Watch,Apple,Monitor,68138,63870,2.9,17524
Portable Bluetooth Speaker,OnePlus,Monitor,68119,63266,3.5,10002
Wireless Bluetooth Headphones,Mi,Smartphone,15920,13493,2.6,11390
Android Tablet,LG,Smartwatch,30761,27231,1.8,11668
Android Tablet,Samsung,Smartphone,21050,17818,4.8,18946
Noise Cancelling Earbuds,Mi,Tablet,9772,6905,3,19236
Smartphone with AMOLED Display,Dell,Smartwatch,69563,66353,3.9,16244
4K Action Camera,Mi,Laptop,57902,53047,2.6,6641
4K Action Camera,HP,Laptop,25823,20884,2.4,941
Wireless Bluetooth Headphones,Samsung,Camera,31066,30305,2.6,12815
High Resolution Monitor,Apple,Smartwatch,66360,63724,2.6,6541
High Resolution Monitor,HP,Monitor,9379,6681,3.2,15624
Laptop with SSD Storage,HP,Speaker,8699,6932,3.2,9966
Smart Fitness Watch,LG,Headphones,61026,56624,3,1421
Gaming Laptop,LG,Camera,16832,15912,1.5,5765
Smartphone with AMOLED Display,Boat,Speaker,43462,39838,3,16819
Portable Bluetooth Speaker,Boat,Laptop,4049,2834.3,1.7,17223
Gaming Laptop,JBL,Smartwatch,11653,11333,1.5,4001
Gaming Laptop,Sony,Camera,28777,27184,4.7,12647
Android Tablet,Samsung,Smartwatch,24870,24271,3.4,5248
Wireless Bluetooth Headphones,Samsung,Laptop,11737,7024,3.6,4959
4K Action Camera,Mi,Camera,38404,34340,2.6,18034
Laptop with SSD Storage,Samsung,Laptop,63670,59166,4.6,18645
High Resolution Monitor,Samsung,Smartphone,4851,3089,3.6,3889
Wireless Bluetooth Headphones,Sony,Laptop,68659,65369,4.1,1326
Android Tablet,Dell,Monitor,55180,53768,2.5,5901
Portable Bluetooth Speaker,Boat,Monitor,13216,8273,4.8,3358
Laptop with SSD Storage,Boat,Smartwatch,41745,40411,4.3,1585
Android Tablet,Apple,Headphones,47936,47000,4.4,13500
4K Action Camera,Samsung,Laptop,74227,71919,1.7,11560
4K Action Camera,Sony,Speaker,78494,74062,2.1,16772
4K Action Camera,Boat,Monitor,29985,28150,2.1,15818
Wireless Bluetooth Headphones,Sony,Tablet,51434,46546,2.1,19175
Wireless Bluetooth Headphones,OnePlus,Headphones,68147,64554,4.4,3332
High Resolution Monitor,Dell,Smartphone,40293,39948,1.1,17087
High Resolution Monitor,Samsung,Camera,44633,42530,1.3,2820
Portable Bluetooth Speaker,Apple,Camera,59165,56518,2.1,15472
Laptop with SSD Storage,Mi,Monitor,79396,78666,1.8,4959
Noise Cancelling Earbuds,Boat,Headphones,50056,45116,1.9,17443
Noise Cancelling Earbuds,OnePlus,Monitor,61492,57144,4.2,12366
Android Tablet,Sony,Camera,60986,60612,3.3,1301
4K Action Camera,LG,Tablet,49033,46692,1,10551
Laptop with SSD Storage,HP,Laptop,26293,21821,2.7,4112
Gaming Laptop,Samsung,Headphones,30792,29756,2.6,12763
Wireless Bluetooth Headphones,Samsung,Smartwatch,21281,18113,1.5,11774
Smart Fitness Watch,OnePlus,Laptop,24443,23633,3.7,16882
Smartphone with AMOLED Display,Sony,Laptop,77903,74160,3.8,8620
Portable Bluetooth Speaker,JBL,Laptop,60577,59491,3.9,7245
4K Action Camera,Samsung,Smartwatch,50290,49334,3.9,11831
4K Action Camera,JBL,Tablet,63188,62774,1,2105
4K Action Camera,LG,Smartphone,69651,66188,4.8,9745
Wireless Bluetooth Headphones,OnePlus,Tablet,50299,49180,4.3,5630
Wireless Bluetooth Headphones,Sony,Tablet,70609,66190,4.6,3206
Smartphone with AMOLED Display,Sony,Tablet,12746,10441,1.1,18953
Gaming Laptop,Dell,Speaker,31033,27297,4.7,2628
Laptop with SSD Storage,HP,Monitor,76300,72031,4.2,10068
4K Action Camera,Boat,Camera,48932,45801,4.3,13394
Noise Cancelling Earbuds,Boat,Monitor,21876,18568,1.4,1067
High Resolution Monitor,Mi,Headphones,3620,1463,4,17890
Noise Cancelling Earbuds,Apple,Tablet,11050,8067,4.8,19397
Android Tablet,OnePlus,Smartphone,53763,50884,3.7,15245
Noise Cancelling Earbuds,LG,Headphones,26872,26381,3.3,9859
Android Tablet,Sony,Monitor,18248,16639,4.8,6642
Smart Fitness Watch,HP,Camera,39126,37335,2.8,15377
High Resolution Monitor,JBL,Smartwatch,28167,27492,3.4,4066
Noise Cancelling Earbuds,OnePlus,Monitor,60531,56618,2.9,947
Smart Fitness Watch,Mi,Laptop,66562,64822,4.7,1171
Portable Bluetooth Speaker,OnePlus,Monitor,72533,69702,1.3,15831
Laptop with SSD Storage,Mi,Laptop,44978,44838,3,6114
Smart Fitness Watch,Sony,Smartwatch,13263,10207,3.7,171
Laptop with SSD Storage,Apple,Monitor,64660,60308,4.2,12818
Noise Cancelling Earbuds,Mi,Smartphone,49734,48596,3.3,9335
Gaming Laptop,Sony,Smartphone,66917,62256,4.6,10051
Smart Fitness Watch,Sony,Headphones,20569,19339,4.8,6209
High Resolution Monitor,Apple,Smartwatch,76612,74661,1.3,10380
Noise Cancelling Earbuds,Boat,Tablet,77525,72985,2.6,3577
4K Action Camera,OnePlus,Smartphone,37828,37592,1.1,8380
Wireless Bluetooth Headphones,Samsung,Monitor,79272,77625,2.3,4076
Smart Fitness Watch,Samsung,Smartwatch,65902,62444,3.1,157
High Resolution Monitor,JBL,Camera,33632,29835,4.6,7777
Portable Bluetooth Speaker,JBL,Laptop,79229,76509,4.4,19101
4K Action Camera,Samsung,Monitor,69506,64631,1.5,8437
Portable Bluetooth Speaker,LG,Laptop,2551,2262,1.4,11095
Noise Cancelling Earbuds,Samsung,Laptop,46017,43387,3.4,15279
Wireless Bluetooth Headphones,JBL,Tablet,27327,23041,3.1,19179
Smart Fitness Watch,HP,Smartwatch,9883,9695,2.1,7200
Smart Fitness Watch,JBL,Smartwatch,50687,48131,4.6,18761
Gaming Laptop,LG,Headphones,23404,19189,4.7,14847
Gaming Laptop,OnePlus,Laptop,12524,7994,2.6,9041
Noise Cancelling Earbuds,Samsung,Headphones,60924,56149,4.6,1810
Noise Cancelling Earbuds,Apple,Tablet,56358,54063,2.5,7895
Wireless Bluetooth Headphones,HP,Laptop,29599,25249,3.9,18510
Gaming Laptop,Sony,Headphones,78872,77073,2.9,6953
High Resolution Monitor,LG,Headphones,78228,77611,1.5,19414
High Resolution Monitor,JBL,Camera,73774,68824,4.7,6323
Wireless Bluetooth Headphones,Apple,Headphones,4441,3510,2.8,5605
High Resolution Monitor,Mi,Smartwatch,23650,22961,3.9,5891
Android Tablet,Boat,Headphones,75382,71371,2.5,3076
Laptop with SSD Storage,Samsung,Laptop,71171,66701,1.1,18728
Wireless Bluetooth Headphones,Boat,Headphones,5377,790,1.4,619
Wireless Bluetooth Headphones,LG,Smartphone,46315,41366,3,11094
Smartphone with AMOLED Display,Mi,Speaker,71447,69062,3.8,2407
4K Action Camera,Mi,Laptop,59480,55109,2.3,12644
4K Action Camera,Mi,Smartphone,41157,38122,3.8,3004
Android Tablet,Sony,Tablet,60140,59531,3.8,10678
Gaming Laptop,LG,Laptop,60202,59439,3.8,19980
Noise Cancelling Earbuds,OnePlus,Smartwatch,5877,1234,3,4039
Noise Cancelling Earbuds,Boat,Speaker,20302,16264,4.7,1304
Portable Bluetooth Speaker,OnePlus,Speaker,51011,50705,3,5630
Android Tablet,Apple,Smartwatch,39751,39125,2.8,7282
Wireless Bluetooth Headphones,Dell,Speaker,49403,49316,1.8,3307
Android Tablet,HP,Smartwatch,28947,26825,2.2,17745
Android Tablet,HP,Smartphone,35131,30576,1.2,6665
Android Tablet,OnePlus,Tablet,67130,66620,3.5,4294
4K Action Camera,Dell,Camera,37133,35643,2,1787
Android Tablet,Dell,Laptop,24698,20170,2.2,1073
Laptop with SSD Storage,Samsung,Smartwatch,61854,59972,4.1,3599
Noise Cancelling Earbuds,Apple,Laptop,51055,46341,2.3,15389
Portable Bluetooth Speaker,LG,Tablet,18006,14557,2,11345
Laptop with SSD Storage,Dell,Smartphone,22640,22158,1.7,12318
Portable Bluetooth Speaker,JBL,Camera,65294,61093,4.1,16107
Smartphone with AMOLED Display,HP,Tablet,64184,62383,1.5,3055
Portable Bluetooth Speaker,JBL,Smartphone,17782,15685,2.8,17043
Noise Cancelling Earbuds,Apple,Speaker,54525,51635,3,6320
Noise Cancelling Earbuds,Dell,Laptop,59149,58843,3.7,6513
Android Tablet,Boat,Monitor,75154,74433,3.5,4642
Smart Fitness Watch,HP,Camera,41556,41017,4.2,9321
Smartphone with AMOLED Display,Samsung,Speaker,14950,11186,1.2,14432
Wireless Bluetooth Headphones,Samsung,Tablet,46418,44272,2.2,4466
High Resolution Monitor,Mi,Camera,29230,27498,2.1,11458
Portable Bluetooth Speaker,Sony,Speaker,12101,7640,1.6,15879
Smart Fitness Watch,Dell,Smartphone,51660,49150,2.2,18855
Android Tablet,Apple,Smartwatch,16859,12280,2.2,8284
4K Action Camera,HP,Laptop,32634,28672,3.1,10758
Wireless Bluetooth Headphones,Sony,Headphones,13588,11563,3.7,17665
Gaming Laptop,Apple,Headphones,22698,19432,2.5,10991
Smart Fitness Watch,OnePlus,Smartphone,76530,75091,3.9,19561
4K Action Camera,Dell,Tablet,12491,7926,2.3,4511
Smartphone with AMOLED Display,LG,Laptop,18351,14445,2.2,10796
Android Tablet,LG,Tablet,62015,60381,3.2,3881
Wireless Bluetooth Headphones,Dell,Laptop,11037,6048,1.1,15668
Wireless Bluetooth Headphones,Mi,Smartphone,65440,62427,1.3,2413
Wireless Bluetooth Headphones,Mi,Laptop,25551,20972,2.7,1544
Smartphone with AMOLED Display,LG,Smartwatch,51275,50249,4.8,15729
Portable Bluetooth Speaker,Boat,Tablet,5447,2033,3.9,4784
Gaming Laptop,HP,Smartphone,50808,50713,1.4,5626
Smartphone with AMOLED Display,LG,Smartwatch,52524,51281,4.4,4514
High Resolution Monitor,Boat,Laptop,19943,16551,3.9,1145
Gaming Laptop,Sony,Smartphone,39267,34705,3.4,9102
Noise Cancelling Earbuds,Boat,Laptop,41033,36040,4.3,11498
Android Tablet,Sony,Tablet,35108,34812,2.6,5450
Smartphone with AMOLED Display,Apple,Smartphone,67588,64319,1.9,17950
4K Action Camera,JBL,Laptop,59259,54884,3,19389
Gaming Laptop,Apple,Tablet,2149,1308,3.2,4507
High Resolution Monitor,LG,Smartwatch,68478,67792,3.2,13535
Noise Cancelling Earbuds,Sony,Monitor,67436,63611,3.3,4248
Portable Bluetooth Speaker,LG,Smartwatch,61040,58569,4.8,13523
4K Action Camera,Dell,Laptop,44865,39982,4.6,3992
Gaming Laptop,HP,Smartphone,20483,19345,4.5,8522
Android Tablet,Samsung,Headphones,1432,1002.4,4.2,8027
4K Action Camera,LG,Smartwatch,38559,35350,4.8,11972
Noise Cancelling Earbuds,HP,Smartwatch,63968,63206,1.4,15305
4K Action Camera,Boat,Tablet,38863,34117,2.1,10793
Laptop with SSD Storage,Apple,Speaker,11231,7537,3,19361
Smart Fitness Watch,Boat,Headphones,73469,69529,4.4,529
Portable Bluetooth Speaker,Samsung,Laptop,50939,48303,3,19276
Noise Cancelling Earbuds,Sony,Monitor,59201,54842,4,4734
4K Action Camera,Dell,Smartphone,1344,940.8,1.6,13898
Smart Fitness Watch,HP,Speaker,46991,42148,2,18909
Smart Fitness Watch,Dell,Laptop,24663,20999,3.9,12985
4K Action Camera,JBL,Camera,46994,45702,1.7,13989
Android Tablet,LG,Monitor,1882,1317.4,2.4,2742
Laptop with SSD Storage,Sony,Smartwatch,67144,63608,2.1,4635
Smartphone with AMOLED Display,JBL,Camera,21601,17219,2.4,4425
Laptop with SSD Storage,OnePlus,Smartwatch,74629,70769,3.8,8661
4K Action Camera,LG,Smartwatch,1920,1344,2.5,3830
Portable Bluetooth Speaker,Boat,Camera,62524,59869,3.2,533
Smartphone with AMOLED Display,Apple,Monitor,56955,52163,1.4,14250
Noise Cancelling Earbuds,HP,Tablet,37834,34750,4.2,12247
Laptop with SSD Storage,Samsung,Camera,39690,35072,2.5,4087
4K Action Camera,Samsung,Laptop,71929,67672,3.6,8953
Laptop with SSD Storage,Boat,Speaker,56156,52055,3.9,13293
Smartphone with AMOLED Display,Mi,Speaker,49552,46139,1.8,9082
High Resolution Monitor,Samsung,Camera,56109,52038,4.5,2355
Gaming Laptop,HP,Laptop,22559,20664,3.5,1955
Laptop with SSD Storage,Boat,Tablet,20955,20523,2.7,2971
Noise Cancelling Earbuds,Sony,Speaker,33305,29143,1.7,5539
Noise Cancelling Earbuds,Samsung,Laptop,31929,27291,4.8,7493
Wireless Bluetooth Headphones,Dell,Tablet,23910,20050,4,18056
Laptop with SSD Storage,Boat,Laptop,57484,55538,1.8,2836
Gaming Laptop,HP,Smartwatch,21902,20343,2.4,4939
Android Tablet,Dell,Speaker,11410,7148,4.2,3644
Smart Fitness Watch,LG,Tablet,6373,4745,3.8,18681
Gaming Laptop,LG,Speaker,10495,9566,4.1,3166
Smart Fitness Watch,Samsung,Smartwatch,1837,1285.9,2.8,9511
Smart Fitness Watch,Dell,Camera,17438,15816,3.9,183
High Resolution Monitor,Apple,Smartwatch,44628,42930,2.5,9475
Wireless Bluetooth Headphones,LG,Speaker,46502,41713,1.8,19230
Gaming Laptop,Apple,Speaker,40464,39055,3.5,11332
Gaming Laptop,Sony,Monitor,54959,50478,4.9,15173
High Resolution Monitor,Boat,Tablet,49992,46973,2.2,9988
Laptop with SSD Storage,JBL,Camera,25145,21135,2.8,4722
Laptop with SSD Storage,HP,Smartwatch,30862,27001,3.7,15194
Laptop with SSD Storage,Boat,Tablet,28336,24044,3.2,17166
Portable Bluetooth Speaker,HP,Smartphone,61052,56785,4.4,17891
Smart Fitness Watch,Dell,Tablet,74533,74403,4,14072
Portable Bluetooth Speaker,Sony,Smartphone,68981,66199,1.2,15976
Wireless Bluetooth Headphones,OnePlus,Camera,28118,25359,5,5855
High Resolution Monitor,Samsung,Smartwatch,30844,28372,4,13294
Gaming Laptop,HP,Smartwatch,62832,59141,4.5,12046
Smart Fitness Watch,HP,Laptop,78936,74287,3.6,676
Portable Bluetooth Speaker,Dell,Speaker,58005,57288,4.4,4090
Portable Bluetooth Speaker,Apple,Headphones,20404,17858,1.4,12498
4K Action Camera,Boat,Monitor,69903,66354,2.4,12777
Portable Bluetooth Speaker,OnePlus,Tablet,59325,55777,4.5,19070
Android Tablet,Mi,Camera,32617,31123,1.8,8382
Gaming Laptop,Samsung,Headphones,31716,30321,1.3,15006
Android Tablet,JBL,Tablet,42312,41073,4.2,9034
Gaming Laptop,Mi,Headphones,68345,67837,4.3,8526
High Resolution Monitor,Boat,Camera,21700,20438,1.7,13930
Gaming Laptop,Samsung,Smartwatch,48570,43961,4.4,1110
Android Tablet,HP,Camera,72369,71408,3.7,16962
Gaming Laptop,JBL,Tablet,50133,49058,3.1,16445
High Resolution Monitor,Apple,Headphones,63944,61483,4.3,386
High Resolution Monitor,OnePlus,Speaker,69768,69647,2.7,18584
Wireless Bluetooth Headphones,Apple,Monitor,59773,57038,1.8,12906
Gaming Laptop,Sony,Monitor,46109,44866,2.1,1683
4K Action Camera,Dell,Speaker,38628,36730,3,15033
Laptop with SSD Storage,Samsung,Speaker,37084,34650,3.1,15708
Noise Cancelling Earbuds,Apple,Smartwatch,24023,21951,4.2,6321
High Resolution Monitor,Mi,Tablet,60946,57155,4.2,8678
Smartphone with AMOLED Display,Dell,Smartphone,66555,61757,3.3,11924
Laptop with SSD Storage,Apple,Camera,374,261.8,4.1,13565
Smart Fitness Watch,LG,Monitor,26798,22646,1.8,8732
Gaming Laptop,Sony,Speaker,65822,64868,1.2,5631
Android Tablet,Boat,Camera,20841,17765,4.5,10252
Noise Cancelling Earbuds,OnePlus,Monitor,46229,44151,1.3,12438
Smartphone with AMOLED Display,Sony,Speaker,26328,21567,2,5169
Laptop with SSD Storage,Dell,Tablet,29845,27175,3.8,6787
Gaming Laptop,LG,Monitor,79869,77173,2.6,5232
Wireless Bluetooth Headphones,Samsung,Smartwatch,31973,27058,4.5,4288
Smart Fitness Watch,Mi,Smartphone,31274,28935,2.2,6734
Noise Cancelling Earbuds,OnePlus,Smartphone,59199,55277,1,17464
4K Action Camera,OnePlus,Speaker,23397,21862,2.2,6240
Wireless Bluetooth Headphones,Sony,Monitor,65124,61923,3.3,16581
Smartphone with AMOLED Display,Dell,Smartwatch,23825,22335,2.5,7814
Noise Cancelling Earbuds,Samsung,Laptop,58104,57289,3.1,10386
Wireless Bluetooth Headphones,HP,Camera,15343,10814,4.5,7851
Smart Fitness Watch,LG,Camera,42146,39658,4.6,1600
4K Action Camera,HP,Headphones,77561,73419,2.1,6866
Wireless Bluetooth Headphones,Mi,Smartwatch,50527,45694,2.8,3692
Portable Bluetooth Speaker,Samsung,Monitor,53328,52129,3.2,19467
4K Action Camera,Samsung,Tablet,37683,34068,4.8,332
Smartphone with AMOLED Display,LG,Tablet,29783,25591,5,13709
Smart Fitness Watch,JBL,Headphones,7565,5543,1.9,14109
Gaming Laptop,HP,Speaker,23063,20347,3.9,14847
Android Tablet,Apple,Monitor,75952,75439,2.5,14507
Android Tablet,OnePlus,Headphones,16033,11765,1,9963
Android Tablet,JBL,Smartphone,37720,35489,1,6106
Noise Cancelling Earbuds,Apple,Camera,9547,7855,2.8,7333
Smartphone with AMOLED Display,Dell,Monitor,24140,20202,3,16058
Smart Fitness Watch,LG,Headphones,65449,64559,1.1,6655
4K Action Camera,Dell,Smartphone,21358,18654,3.7,5308
Noise Cancelling Earbuds,OnePlus,Smartwatch,35229,31061,2.2,19105
Smartphone with AMOLED Display,Boat,Headphones,31662,31047,3.2,1064
